geoid,name,total_population,median_income,median_home_value,educational_attainment,white_alone,black_alone,native,asian,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino
34025800800,"Census Tract 8008, Monmouth County, New Jersey",6431,87101.0,347800.0,1697.0,5261.0,16.0,0.0,575.0,0.0,83.0,22.0,474.0
34025800900,"Census Tract 8009, Monmouth County, New Jersey",5906,95457.0,491600.0,2508.0,5327.0,230.0,16.0,35.0,0.0,0.0,37.0,277.0
34025801000,"Census Tract 8010, Monmouth County, New Jersey",4173,79667.0,444700.0,1650.0,3431.0,111.0,0.0,187.0,0.0,22.0,25.0,397.0
34025801100,"Census Tract 8011, Monmouth County, New Jersey",4216,129485.0,566300.0,1642.0,3851.0,12.0,0.0,33.0,0.0,26.0,50.0,244.0
34025801200,"Census Tract 8012, Monmouth County, New Jersey",3619,176307.0,618800.0,1691.0,3339.0,0.0,0.0,103.0,0.0,0.0,108.0,69.0
34025801300,"Census Tract 8013, Monmouth County, New Jersey",6171,81059.0,365500.0,2210.0,5878.0,18.0,0.0,59.0,0.0,0.0,142.0,74.0
34025801400,"Census Tract 8014, Monmouth County, New Jersey",3944,130089.0,396000.0,1415.0,3577.0,0.0,0.0,159.0,0.0,0.0,51.0,157.0
34025801500,"Census Tract 8015, Monmouth County, New Jersey",6352,129716.0,504100.0,2371.0,5709.0,33.0,0.0,313.0,0.0,0.0,13.0,284.0
34025801600,"Census Tract 8016, Monmouth County, New Jersey",5718,52204.0,190200.0,928.0,4085.0,239.0,0.0,98.0,0.0,0.0,220.0,1076.0
34025801700,"Census Tract 8017, Monmouth County, New Jersey",4186,34669.0,164900.0,517.0,2796.0,301.0,36.0,175.0,0.0,0.0,179.0,699.0
34025801800,"Census Tract 8018, Monmouth County, New Jersey",5770,66596.0,254100.0,774.0,4698.0,375.0,0.0,52.0,0.0,55.0,17.0,573.0
34025801900,"Census Tract 8019, Monmouth County, New Jersey",3245,60987.0,251700.0,840.0,2173.0,214.0,0.0,172.0,0.0,0.0,75.0,611.0
34025802000,"Census Tract 8020, Monmouth County, New Jersey",3891,40655.0,264500.0,669.0,2547.0,419.0,0.0,173.0,0.0,0.0,0.0,752.0
34025802100,"Census Tract 8021, Monmouth County, New Jersey",6365,84016.0,296000.0,1407.0,5400.0,204.0,0.0,186.0,0.0,0.0,0.0,575.0
34025802200,"Census Tract 8022, Monmouth County, New Jersey",3553,74880.0,255700.0,557.0,3105.0,76.0,0.0,66.0,0.0,0.0,89.0,217.0
34025802300,"Census Tract 8023, Monmouth County, New Jersey",4671,85417.0,303600.0,972.0,3906.0,81.0,0.0,231.0,0.0,0.0,38.0,415.0
34025802400,"Census Tract 8024, Monmouth County, New Jersey",5519,104441.0,328000.0,1468.0,4565.0,100.0,0.0,415.0,0.0,0.0,38.0,401.0
34025802500,"Census Tract 8025, Monmouth County, New Jersey",3070,74175.0,245100.0,564.0,1974.0,390.0,0.0,238.0,0.0,19.0,95.0,354.0
34025802600,"Census Tract 8026, Monmouth County, New Jersey",4984,63007.0,268200.0,1116.0,2782.0,1073.0,0.0,430.0,8.0,11.0,120.0,560.0
34025802700,"Census Tract 8027, Monmouth County, New Jersey",3853,103558.0,337800.0,1014.0,2863.0,273.0,0.0,202.0,0.0,54.0,50.0,411.0
34025802800,"Census Tract 8028, Monmouth County, New Jersey",4408,85745.0,322100.0,1574.0,3553.0,134.0,9.0,127.0,0.0,10.0,210.0,365.0
34025802900,"Census Tract 8029, Monmouth County, New Jersey",1977,107333.0,345900.0,552.0,1707.0,99.0,0.0,97.0,0.0,0.0,8.0,66.0
34025803000,"Census Tract 8030, Monmouth County, New Jersey",5339,89870.0,316200.0,1704.0,3876.0,376.0,0.0,494.0,0.0,0.0,114.0,479.0
34025803100,"Census Tract 8031, Monmouth County, New Jersey",3555,74137.0,315900.0,864.0,2561.0,209.0,0.0,274.0,0.0,0.0,121.0,390.0
34025803201,"Census Tract 8032.01, Monmouth County, New Jersey",4112,94167.0,405200.0,1646.0,2667.0,50.0,12.0,1009.0,0.0,30.0,64.0,292.0
34025803202,"Census Tract 8032.02, Monmouth County, New Jersey",6017,155685.0,688400.0,2533.0,4517.0,5.0,0.0,1117.0,0.0,0.0,8.0,370.0
34025803300,"Census Tract 8033, Monmouth County, New Jersey",6544,193425.0,685500.0,3478.0,4693.0,252.0,0.0,1174.0,0.0,0.0,149.0,276.0
34025803400,"Census Tract 8034, Monmouth County, New Jersey",5557,51793.0,240400.0,486.0,1082.0,1046.0,0.0,26.0,0.0,0.0,63.0,3340.0
34025803500,"Census Tract 8035, Monmouth County, New Jersey",2389,73162.0,402900.0,966.0,1673.0,191.0,0.0,78.0,0.0,0.0,0.0,447.0
34025803600,"Census Tract 8036, Monmouth County, New Jersey",4272,76103.0,384300.0,1865.0,3343.0,40.0,0.0,96.0,0.0,0.0,0.0,793.0
34025803700,"Census Tract 8037, Monmouth County, New Jersey",6033,161131.0,664500.0,2691.0,5629.0,182.0,0.0,31.0,0.0,0.0,35.0,156.0
34025803800,"Census Tract 8038, Monmouth County, New Jersey",3180,179605.0,1174000.0,1453.0,2938.0,23.0,0.0,65.0,0.0,0.0,0.0,154.0
34025803900,"Census Tract 8039, Monmouth County, New Jersey",3698,106250.0,743100.0,1446.0,3389.0,25.0,0.0,51.0,0.0,30.0,51.0,152.0
34025804100,"Census Tract 8041, Monmouth County, New Jersey",3249,105391.0,663800.0,1548.0,3079.0,0.0,0.0,5.0,0.0,0.0,65.0,100.0
34025804200,"Census Tract 8042, Monmouth County, New Jersey",5922,137652.0,608300.0,2503.0,5660.0,24.0,0.0,47.0,0.0,0.0,22.0,169.0
34025804500,"Census Tract 8045, Monmouth County, New Jersey",5713,112125.0,309400.0,1852.0,4227.0,679.0,0.0,128.0,0.0,0.0,77.0,602.0
34025804600,"Census Tract 8046, Monmouth County, New Jersey",2668,137891.0,472700.0,1007.0,2261.0,92.0,0.0,133.0,0.0,0.0,69.0,113.0
34025804700,"Census Tract 8047, Monmouth County, New Jersey",7,-666666666.0,-666666666.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
34025804800,"Census Tract 8048, Monmouth County, New Jersey",9522,53843.0,274300.0,3169.0,7199.0,612.0,67.0,273.0,2.0,236.0,742.0,456.0
34025805001,"Census Tract 8050.01, Monmouth County, New Jersey",4763,42961.0,258300.0,937.0,2039.0,1087.0,46.0,514.0,0.0,23.0,28.0,1072.0
34025805100,"Census Tract 8051, Monmouth County, New Jersey",4197,92350.0,369900.0,1288.0,3312.0,135.0,13.0,194.0,0.0,0.0,97.0,459.0
34025805300,"Census Tract 8053, Monmouth County, New Jersey",5684,106250.0,446900.0,2002.0,5218.0,59.0,0.0,78.0,0.0,0.0,71.0,258.0
34025805400,"Census Tract 8054, Monmouth County, New Jersey",4324,57979.0,370600.0,1621.0,2846.0,515.0,0.0,139.0,0.0,0.0,180.0,644.0
34025805500,"Census Tract 8055, Monmouth County, New Jersey",4039,59769.0,268300.0,613.0,1377.0,1051.0,0.0,88.0,0.0,0.0,130.0,1393.0
34025805600,"Census Tract 8056, Monmouth County, New Jersey",2498,34971.0,302100.0,168.0,222.0,1050.0,0.0,25.0,0.0,0.0,84.0,1117.0
34025805700,"Census Tract 8057, Monmouth County, New Jersey",3002,47662.0,246300.0,295.0,1483.0,97.0,0.0,112.0,0.0,23.0,83.0,1204.0
34025805800,"Census Tract 8058, Monmouth County, New Jersey",3658,44297.0,364200.0,630.0,1575.0,289.0,0.0,178.0,0.0,18.0,107.0,1491.0
34025805900,"Census Tract 8059, Monmouth County, New Jersey",5540,51400.0,279800.0,558.0,2707.0,397.0,16.0,98.0,0.0,23.0,95.0,2213.0
34025806000,"Census Tract 8060, Monmouth County, New Jersey",3952,47163.0,388100.0,1225.0,2356.0,32.0,25.0,297.0,0.0,52.0,0.0,1190.0
34025806100,"Census Tract 8061, Monmouth County, New Jersey",3692,60917.0,384300.0,749.0,3067.0,113.0,0.0,153.0,0.0,0.0,58.0,301.0
34025806201,"Census Tract 8062.01, Monmouth County, New Jersey",3545,84181.0,442800.0,529.0,3069.0,142.0,0.0,45.0,0.0,29.0,95.0,165.0
34025806202,"Census Tract 8062.02, Monmouth County, New Jersey",4402,87174.0,373200.0,1163.0,3860.0,104.0,0.0,123.0,0.0,0.0,11.0,304.0
34025806300,"Census Tract 8063, Monmouth County, New Jersey",2488,101346.0,518900.0,764.0,2261.0,0.0,38.0,0.0,0.0,0.0,96.0,93.0
34025806400,"Census Tract 8064, Monmouth County, New Jersey",4842,93514.0,372900.0,1329.0,4223.0,77.0,0.0,132.0,0.0,0.0,172.0,238.0
34025806501,"Census Tract 8065.01, Monmouth County, New Jersey",4186,51080.0,407400.0,862.0,1871.0,618.0,9.0,426.0,0.0,0.0,92.0,1179.0
34025806502,"Census Tract 8065.02, Monmouth County, New Jersey",3398,57148.0,345000.0,1096.0,2158.0,653.0,29.0,167.0,0.0,0.0,73.0,347.0
34025806503,"Census Tract 8065.03, Monmouth County, New Jersey",3840,107847.0,458100.0,1764.0,3274.0,99.0,0.0,301.0,0.0,29.0,36.0,101.0
34025806504,"Census Tract 8065.04, Monmouth County, New Jersey",2587,57563.0,481800.0,698.0,1419.0,604.0,0.0,201.0,0.0,0.0,70.0,293.0
34025806600,"Census Tract 8066, Monmouth County, New Jersey",5654,106083.0,365500.0,1845.0,4414.0,154.0,0.0,233.0,0.0,0.0,37.0,816.0
34025807003,"Census Tract 8070.03, Monmouth County, New Jersey",4650,40147.0,471200.0,671.0,1206.0,1275.0,0.0,7.0,0.0,0.0,0.0,2162.0
34025807004,"Census Tract 8070.04, Monmouth County, New Jersey",3034,38958.0,351000.0,805.0,1630.0,558.0,22.0,42.0,0.0,0.0,82.0,722.0
34025807100,"Census Tract 8071, Monmouth County, New Jersey",2553,60076.0,333300.0,635.0,1008.0,1229.0,0.0,8.0,0.0,0.0,39.0,269.0
34025807200,"Census Tract 8072, Monmouth County, New Jersey",2246,20996.0,213600.0,63.0,53.0,1536.0,0.0,1.0,0.0,28.0,19.0,609.0
34025807300,"Census Tract 8073, Monmouth County, New Jersey",3367,33177.0,195600.0,165.0,96.0,2184.0,132.0,16.0,0.0,13.0,64.0,934.0
34025807400,"Census Tract 8074, Monmouth County, New Jersey",3069,58682.0,440600.0,1500.0,2663.0,88.0,0.0,89.0,0.0,0.0,13.0,216.0
34025807500,"Census Tract 8075, Monmouth County, New Jersey",2777,50045.0,227600.0,263.0,744.0,1368.0,0.0,0.0,0.0,0.0,91.0,574.0
34025807600,"Census Tract 8076, Monmouth County, New Jersey",2939,31800.0,192700.0,171.0,181.0,1922.0,25.0,40.0,0.0,44.0,172.0,580.0
34025807700,"Census Tract 8077, Monmouth County, New Jersey",4186,55417.0,247500.0,525.0,909.0,2512.0,0.0,87.0,0.0,29.0,201.0,448.0
34025807800,"Census Tract 8078, Monmouth County, New Jersey",4449,88594.0,265100.0,688.0,1463.0,2164.0,0.0,232.0,15.0,82.0,175.0,318.0
34025807900,"Census Tract 8079, Monmouth County, New Jersey",3403,81398.0,314500.0,872.0,1613.0,1267.0,0.0,136.0,0.0,58.0,7.0,322.0
34025808001,"Census Tract 8080.01, Monmouth County, New Jersey",4507,93125.0,344800.0,1315.0,4226.0,18.0,0.0,22.0,0.0,0.0,96.0,145.0
34025808002,"Census Tract 8080.02, Monmouth County, New Jersey",2374,86734.0,282900.0,698.0,2012.0,169.0,0.0,78.0,0.0,0.0,40.0,75.0
34025808100,"Census Tract 8081, Monmouth County, New Jersey",4758,54657.0,264400.0,786.0,3108.0,825.0,89.0,229.0,0.0,0.0,69.0,527.0
34025808200,"Census Tract 8082, Monmouth County, New Jersey",4272,59643.0,458400.0,1287.0,3294.0,211.0,0.0,67.0,0.0,0.0,150.0,550.0
34025808300,"Census Tract 8083, Monmouth County, New Jersey",1846,73516.0,899400.0,893.0,1735.0,7.0,11.0,0.0,0.0,27.0,6.0,60.0
34025808401,"Census Tract 8084.01, Monmouth County, New Jersey",2210,64022.0,691600.0,1096.0,2089.0,29.0,17.0,16.0,0.0,0.0,1.0,75.0
34025808402,"Census Tract 8084.02, Monmouth County, New Jersey",3505,69516.0,530500.0,1085.0,2549.0,149.0,0.0,24.0,0.0,0.0,37.0,746.0
34025808500,"Census Tract 8085, Monmouth County, New Jersey",6460,94477.0,369200.0,2265.0,6219.0,3.0,0.0,94.0,0.0,0.0,61.0,83.0
34025808600,"Census Tract 8086, Monmouth County, New Jersey",6213,84693.0,448500.0,1494.0,5212.0,726.0,0.0,16.0,0.0,0.0,2.0,257.0
34025808701,"Census Tract 8087.01, Monmouth County, New Jersey",4729,110250.0,541800.0,2082.0,4496.0,20.0,0.0,112.0,0.0,0.0,0.0,101.0
34025808702,"Census Tract 8087.02, Monmouth County, New Jersey",4359,116023.0,538000.0,1681.0,4147.0,64.0,0.0,35.0,0.0,0.0,0.0,113.0
34025808800,"Census Tract 8088, Monmouth County, New Jersey",4239,86486.0,446900.0,1611.0,4067.0,10.0,0.0,26.0,0.0,0.0,71.0,65.0
34025808900,"Census Tract 8089, Monmouth County, New Jersey",4646,68750.0,470800.0,1763.0,4163.0,84.0,0.0,192.0,0.0,0.0,10.0,197.0
34025809000,"Census Tract 8090, Monmouth County, New Jersey",1463,76250.0,402700.0,515.0,1132.0,40.0,0.0,45.0,0.0,10.0,25.0,211.0
34025809100,"Census Tract 8091, Monmouth County, New Jersey",2973,93185.0,1314400.0,1443.0,2897.0,18.0,0.0,16.0,0.0,0.0,21.0,21.0
34025809200,"Census Tract 8092, Monmouth County, New Jersey",1697,113333.0,1227300.0,927.0,1647.0,2.0,0.0,10.0,0.0,0.0,0.0,38.0
34025809301,"Census Tract 8093.01, Monmouth County, New Jersey",3150,97721.0,567300.0,1221.0,2605.0,2.0,0.0,306.0,0.0,0.0,0.0,237.0
34025809302,"Census Tract 8093.02, Monmouth County, New Jersey",2662,103214.0,732100.0,1130.0,2485.0,0.0,0.0,0.0,0.0,0.0,25.0,152.0
34025809400,"Census Tract 8094, Monmouth County, New Jersey",4745,127163.0,608000.0,2034.0,4311.0,153.0,0.0,18.0,0.0,0.0,37.0,226.0
34025809501,"Census Tract 8095.01, Monmouth County, New Jersey",8456,153458.0,607300.0,3155.0,5456.0,156.0,19.0,2245.0,0.0,0.0,270.0,310.0
34025809502,"Census Tract 8095.02, Monmouth County, New Jersey",8572,133698.0,484500.0,3325.0,5967.0,259.0,0.0,2167.0,0.0,0.0,78.0,101.0
34025809600,"Census Tract 8096, Monmouth County, New Jersey",7375,139181.0,478800.0,2953.0,6053.0,154.0,8.0,563.0,0.0,13.0,54.0,538.0
34025809701,"Census Tract 8097.01, Monmouth County, New Jersey",5656,156806.0,512800.0,2295.0,4067.0,168.0,0.0,921.0,0.0,40.0,55.0,405.0
34025809703,"Census Tract 8097.03, Monmouth County, New Jersey",4337,112750.0,449700.0,1776.0,3558.0,68.0,0.0,469.0,0.0,0.0,55.0,187.0
34025809704,"Census Tract 8097.04, Monmouth County, New Jersey",6020,143657.0,536500.0,2648.0,4559.0,89.0,0.0,1119.0,0.0,0.0,73.0,180.0
34025809901,"Census Tract 8099.01, Monmouth County, New Jersey",5070,166957.0,727500.0,2080.0,4846.0,40.0,0.0,121.0,0.0,0.0,18.0,45.0
34025809902,"Census Tract 8099.02, Monmouth County, New Jersey",4695,154167.0,773900.0,1514.0,4156.0,59.0,0.0,116.0,0.0,0.0,106.0,258.0
34025809903,"Census Tract 8099.03, Monmouth County, New Jersey",264,48750.0,-666666666.0,29.0,156.0,27.0,0.0,5.0,0.0,0.0,15.0,61.0
34025810001,"Census Tract 8100.01, Monmouth County, New Jersey",5771,121336.0,523700.0,1775.0,4879.0,93.0,0.0,413.0,3.0,0.0,30.0,353.0
34025810002,"Census Tract 8100.02, Monmouth County, New Jersey",3282,31766.0,147300.0,840.0,3143.0,18.0,23.0,0.0,0.0,0.0,0.0,98.0
34025810003,"Census Tract 8100.03, Monmouth County, New Jersey",5169,116845.0,413200.0,1563.0,4774.0,75.0,0.0,131.0,0.0,29.0,47.0,113.0
34025810004,"Census Tract 8100.04, Monmouth County, New Jersey",3979,117381.0,469000.0,1296.0,3587.0,2.0,0.0,287.0,0.0,0.0,0.0,103.0
34025810101,"Census Tract 8101.01, Monmouth County, New Jersey",4464,109048.0,434000.0,1297.0,3784.0,37.0,0.0,167.0,0.0,0.0,178.0,298.0
34025810102,"Census Tract 8101.02, Monmouth County, New Jersey",4223,117436.0,438000.0,1612.0,3504.0,37.0,24.0,322.0,0.0,7.0,25.0,328.0
34025810200,"Census Tract 8102, Monmouth County, New Jersey",13047,128125.0,477500.0,4828.0,9773.0,194.0,66.0,1890.0,0.0,0.0,204.0,920.0
34025810300,"Census Tract 8103, Monmouth County, New Jersey",2189,82976.0,295200.0,409.0,1749.0,49.0,0.0,113.0,0.0,0.0,53.0,225.0
34025810401,"Census Tract 8104.01, Monmouth County, New Jersey",4391,110750.0,447600.0,1188.0,3142.0,431.0,12.0,422.0,0.0,0.0,54.0,342.0
34025810402,"Census Tract 8104.02, Monmouth County, New Jersey",8769,124054.0,445200.0,2884.0,6890.0,473.0,0.0,783.0,0.0,0.0,143.0,480.0
34025810501,"Census Tract 8105.01, Monmouth County, New Jersey",4553,82531.0,318800.0,1202.0,3264.0,310.0,36.0,294.0,0.0,0.0,43.0,606.0
34025810502,"Census Tract 8105.02, Monmouth County, New Jersey",7649,131731.0,472700.0,2801.0,6049.0,365.0,0.0,438.0,0.0,0.0,164.0,633.0
34025810503,"Census Tract 8105.03, Monmouth County, New Jersey",3979,70000.0,242800.0,1253.0,3075.0,259.0,0.0,139.0,0.0,0.0,35.0,471.0
34025810600,"Census Tract 8106, Monmouth County, New Jersey",6466,81484.0,348400.0,1859.0,5587.0,141.0,0.0,304.0,36.0,0.0,22.0,376.0
34025810700,"Census Tract 8107, Monmouth County, New Jersey",1956,84583.0,299800.0,559.0,1123.0,154.0,23.0,165.0,0.0,0.0,4.0,510.0
34025810800,"Census Tract 8108, Monmouth County, New Jersey",3172,45388.0,243000.0,179.0,902.0,771.0,0.0,75.0,0.0,21.0,55.0,1348.0
34025810900,"Census Tract 8109, Monmouth County, New Jersey",3039,61141.0,310000.0,409.0,1515.0,182.0,0.0,62.0,0.0,0.0,2.0,1278.0
34025811000,"Census Tract 8110, Monmouth County, New Jersey",3777,52969.0,260700.0,480.0,1223.0,435.0,4.0,96.0,0.0,0.0,28.0,1995.0
34025811101,"Census Tract 8111.01, Monmouth County, New Jersey",5635,53962.0,233700.0,1405.0,4366.0,225.0,0.0,522.0,0.0,0.0,19.0,503.0
34025811102,"Census Tract 8111.02, Monmouth County, New Jersey",6981,122098.0,470500.0,2338.0,5870.0,141.0,0.0,303.0,0.0,0.0,49.0,618.0
34025811200,"Census Tract 8112, Monmouth County, New Jersey",5731,86020.0,304000.0,1127.0,4584.0,291.0,0.0,185.0,0.0,0.0,57.0,614.0
34025811301,"Census Tract 8113.01, Monmouth County, New Jersey",6046,77445.0,227800.0,1320.0,3993.0,436.0,0.0,593.0,77.0,11.0,25.0,911.0
34025811303,"Census Tract 8113.03, Monmouth County, New Jersey",4259,112333.0,316100.0,1042.0,3641.0,170.0,0.0,143.0,0.0,0.0,99.0,206.0
34025811304,"Census Tract 8113.04, Monmouth County, New Jersey",3165,105086.0,323400.0,867.0,2428.0,36.0,0.0,224.0,0.0,0.0,27.0,450.0
34025811401,"Census Tract 8114.01, Monmouth County, New Jersey",6012,120163.0,341000.0,1634.0,5240.0,254.0,25.0,141.0,0.0,0.0,164.0,188.0
34025811402,"Census Tract 8114.02, Monmouth County, New Jersey",3973,93977.0,280300.0,943.0,3097.0,198.0,17.0,91.0,0.0,0.0,188.0,399.0
34025811501,"Census Tract 8115.01, Monmouth County, New Jersey",6320,111400.0,313200.0,1524.0,5218.0,93.0,20.0,246.0,0.0,8.0,176.0,579.0
34025811502,"Census Tract 8115.02, Monmouth County, New Jersey",3643,98029.0,343200.0,856.0,3052.0,41.0,0.0,94.0,0.0,0.0,119.0,337.0
34025811600,"Census Tract 8116, Monmouth County, New Jersey",1479,59583.0,292200.0,269.0,1130.0,92.0,0.0,118.0,0.0,0.0,15.0,124.0
34025811900,"Census Tract 8119, Monmouth County, New Jersey",6874,132143.0,504300.0,2574.0,6181.0,88.0,0.0,403.0,0.0,0.0,69.0,133.0
34025812000,"Census Tract 8120, Monmouth County, New Jersey",1890,97188.0,322600.0,564.0,1704.0,52.0,0.0,16.0,0.0,45.0,17.0,56.0
34025812100,"Census Tract 8121, Monmouth County, New Jersey",1353,82900.0,460400.0,594.0,1202.0,31.0,0.0,7.0,0.0,0.0,10.0,103.0
34025812200,"Census Tract 8122, Monmouth County, New Jersey",3352,76802.0,268400.0,802.0,2432.0,39.0,0.0,384.0,0.0,0.0,60.0,437.0
34025812300,"Census Tract 8123, Monmouth County, New Jersey",5066,93393.0,476700.0,1842.0,4315.0,178.0,0.0,133.0,0.0,3.0,54.0,383.0
34025812400,"Census Tract 8124, Monmouth County, New Jersey",2212,98261.0,786800.0,941.0,2095.0,4.0,0.0,28.0,5.0,0.0,0.0,80.0
34025812501,"Census Tract 8125.01, Monmouth County, New Jersey",5996,143056.0,575100.0,2278.0,5335.0,94.0,0.0,76.0,0.0,0.0,192.0,299.0
34025812502,"Census Tract 8125.02, Monmouth County, New Jersey",5273,128611.0,495400.0,1677.0,4254.0,186.0,0.0,339.0,17.0,2.0,136.0,339.0
34025990000,"Census Tract 9900, Monmouth County, New Jersey",0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34027040101,"Census Tract 401.01, Morris County, New Jersey",4291,95250.0,375200.0,1020.0,3442.0,0.0,0.0,302.0,0.0,11.0,21.0,515.0
34027040102,"Census Tract 401.02, Morris County, New Jersey",6197,74871.0,308700.0,1681.0,5016.0,214.0,0.0,295.0,0.0,28.0,134.0,510.0
34027040200,"Census Tract 402, Morris County, New Jersey",7159,96250.0,355600.0,1786.0,5907.0,8.0,0.0,137.0,0.0,0.0,274.0,833.0
34027040300,"Census Tract 403, Morris County, New Jersey",8345,77031.0,406100.0,3215.0,7867.0,27.0,0.0,37.0,0.0,15.0,0.0,399.0
34027040400,"Census Tract 404, Morris County, New Jersey",4206,97045.0,330400.0,1565.0,3513.0,0.0,0.0,205.0,0.0,0.0,24.0,464.0
34027040500,"Census Tract 405, Morris County, New Jersey",3829,82429.0,343200.0,907.0,2554.0,2.0,21.0,213.0,0.0,0.0,118.0,921.0
34027040600,"Census Tract 406, Morris County, New Jersey",3944,103074.0,346200.0,1205.0,3441.0,0.0,0.0,158.0,0.0,0.0,0.0,345.0
34027040701,"Census Tract 407.01, Morris County, New Jersey",5857,130526.0,493200.0,2312.0,4756.0,0.0,26.0,266.0,0.0,0.0,157.0,678.0
34027040702,"Census Tract 407.02, Morris County, New Jersey",4382,141286.0,589300.0,2002.0,3683.0,37.0,0.0,241.0,0.0,0.0,39.0,382.0
34027040801,"Census Tract 408.01, Morris County, New Jersey",5295,130585.0,591600.0,1993.0,4425.0,72.0,12.0,482.0,0.0,9.0,110.0,185.0
34027040803,"Census Tract 408.03, Morris County, New Jersey",6871,110913.0,533800.0,2985.0,4752.0,70.0,0.0,1864.0,0.0,0.0,129.0,56.0
34027040804,"Census Tract 408.04, Morris County, New Jersey",3699,133650.0,483600.0,1742.0,2606.0,45.0,0.0,793.0,0.0,0.0,24.0,231.0
34027040805,"Census Tract 408.05, Morris County, New Jersey",5875,160000.0,604000.0,2737.0,4385.0,0.0,27.0,1106.0,0.0,0.0,123.0,261.0
34027040900,"Census Tract 409, Morris County, New Jersey",4346,119667.0,545500.0,1855.0,3915.0,36.0,0.0,278.0,0.0,19.0,29.0,69.0
34027041000,"Census Tract 410, Morris County, New Jersey",4793,90656.0,351800.0,1707.0,3204.0,247.0,0.0,561.0,0.0,0.0,171.0,610.0
34027041100,"Census Tract 411, Morris County, New Jersey",3612,88594.0,394100.0,1116.0,2867.0,52.0,0.0,82.0,0.0,0.0,18.0,593.0
34027041200,"Census Tract 412, Morris County, New Jersey",4287,162206.0,825100.0,2282.0,3536.0,13.0,0.0,598.0,0.0,10.0,39.0,91.0
34027041300,"Census Tract 413, Morris County, New Jersey",4587,90612.0,408400.0,1609.0,3958.0,10.0,0.0,382.0,0.0,0.0,0.0,237.0
34027041400,"Census Tract 414, Morris County, New Jersey",6064,105708.0,341800.0,2095.0,4925.0,163.0,0.0,398.0,0.0,0.0,142.0,436.0
34027041500,"Census Tract 415, Morris County, New Jersey",6149,124491.0,455700.0,2511.0,4855.0,99.0,0.0,533.0,0.0,0.0,78.0,584.0
34027041601,"Census Tract 416.01, Morris County, New Jersey",7448,107806.0,420800.0,3577.0,4208.0,343.0,0.0,2470.0,0.0,23.0,105.0,299.0
34027041602,"Census Tract 416.02, Morris County, New Jersey",2889,104477.0,387900.0,1073.0,1974.0,90.0,0.0,516.0,0.0,0.0,81.0,228.0
34027041603,"Census Tract 416.03, Morris County, New Jersey",4695,86659.0,429700.0,1760.0,1983.0,398.0,0.0,1678.0,0.0,0.0,88.0,548.0
34027041604,"Census Tract 416.04, Morris County, New Jersey",4490,96250.0,455800.0,1750.0,3153.0,80.0,63.0,778.0,0.0,8.0,66.0,342.0
34027041701,"Census Tract 417.01, Morris County, New Jersey",6203,86375.0,337400.0,2167.0,3081.0,65.0,0.0,1761.0,0.0,33.0,319.0,944.0
34027041702,"Census Tract 417.02, Morris County, New Jersey",3358,90321.0,318500.0,839.0,1758.0,204.0,59.0,846.0,0.0,0.0,54.0,437.0
34027041704,"Census Tract 417.04, Morris County, New Jersey",4703,95284.0,452300.0,2011.0,2248.0,371.0,0.0,1461.0,0.0,36.0,147.0,440.0
34027041705,"Census Tract 417.05, Morris County, New Jersey",1571,74500.0,469900.0,592.0,946.0,0.0,0.0,572.0,0.0,0.0,11.0,42.0
34027041706,"Census Tract 417.06, Morris County, New Jersey",5348,64384.0,470800.0,2396.0,2418.0,241.0,0.0,2140.0,0.0,0.0,29.0,520.0
34027041801,"Census Tract 418.01, Morris County, New Jersey",2851,71975.0,368700.0,1232.0,1194.0,131.0,11.0,1302.0,0.0,88.0,17.0,108.0
34027041802,"Census Tract 418.02, Morris County, New Jersey",5100,101161.0,368400.0,1604.0,2456.0,89.0,0.0,1547.0,0.0,0.0,178.0,830.0
34027041803,"Census Tract 418.03, Morris County, New Jersey",4859,153352.0,515300.0,2077.0,2369.0,88.0,0.0,2047.0,0.0,0.0,71.0,284.0
34027041901,"Census Tract 419.01, Morris County, New Jersey",6012,103816.0,518200.0,1657.0,4672.0,1.0,0.0,667.0,0.0,0.0,0.0,672.0
34027041902,"Census Tract 419.02, Morris County, New Jersey",5220,109250.0,540100.0,1753.0,3734.0,18.0,14.0,791.0,0.0,6.0,154.0,503.0
34027042000,"Census Tract 420, Morris County, New Jersey",4690,113603.0,481400.0,1514.0,3752.0,9.0,0.0,774.0,0.0,0.0,30.0,125.0
34027042100,"Census Tract 421, Morris County, New Jersey",4190,117857.0,444600.0,1476.0,3251.0,19.0,0.0,440.0,0.0,0.0,27.0,453.0
34027042200,"Census Tract 422, Morris County, New Jersey",5427,116250.0,490100.0,2097.0,4369.0,98.0,0.0,712.0,0.0,0.0,21.0,227.0
34027042301,"Census Tract 423.01, Morris County, New Jersey",2550,120658.0,441500.0,1012.0,2212.0,18.0,0.0,46.0,0.0,0.0,7.0,267.0
34027042302,"Census Tract 423.02, Morris County, New Jersey",3062,124360.0,501900.0,1307.0,2510.0,87.0,0.0,215.0,0.0,12.0,60.0,178.0
34027042500,"Census Tract 425, Morris County, New Jersey",3313,126250.0,639400.0,1533.0,2843.0,67.0,0.0,136.0,0.0,0.0,30.0,237.0
